gene_id	RCC_115	RCC_90	RCC_41	RCC_73	RCC_105	PD_007T	PD_011T	PD_012T	PD_018T	PD_019T	PD_020T	PD_022T	PD_024T	PD_026T	RCC_14	RCC_93	RCC_96	RCC_102	RCC_117	RCC_106	RCC_18	RCC_21	RCC_50	RCC_27	PD_005T	PD_010T	PD_013T	PD_014T	PD_015T	PD_021T	PD_023T	PD_025T	RCC_99
TMPO	24.19	9.73	23.15	14.01	9.8	69.42	72.84	33.2	46.4	27.73	37.45	42.77	85.81	44.8	10.45	17.77	32.31	9.19	15.67	31.98	13.59	15.68	22.66	28.08	35.9	28.73	28.55	53.99	44.83	84.75	46.97	40.13	17.05
ARL1	68.38	119.22	205.38	55.48	63.72	56.81	117.79	71.12	153.97	67.08	47.2	70.35	73.47	64.83	66.87	67.49	85.18	48.73	76.8	72.6	26.93	77.47	71.29	61.31	86.36	40.04	73.32	55.69	87.78	161.78	61.98	47.54	46.1
GLT8D2	4.01	0.2	0.91	8.65	3.38	4.02	0.67	0.43	0.83	4.74	1	2.05	0.54	1.15	0.26	1.29	15.19	2.8	1.98	23.79	0.52	2.36	0.66	18.82	0.4	0.13	2.7	1.67	1.19	1.23	2.24	1.7	0
MTERF2	6.7	2.65	9.76	2.78	5.91	10.13	6.89	6.11	5.89	3.96	2.43	2.82	6.14	10.4	2.87	14.61	19.52	7.42	14.77	11.24	3.16	2.74	2.93	12.81	2	2.4	4.46	5.96	5.79	10.29	3.38	4.37	1.07
SOCS2	1.38	1.22	0.71	10.1	1.25	6.15	3.96	3.71	8.91	0.92	0.37	4.37	0.61	5.18	2.91	5.06	8.06	11.06	4.52	21.73	3.26	1.84	8.41	5.8	1.06	1.21	3.92	6.06	6.48	2.91	9.46	4.41	0.4
NFYB	18.78	5	20.38	15.28	9.63	23.32	22.19	10.92	12.13	11.07	12.13	24.42	21.29	17.26	10	18.99	38.06	13.63	11.6	50.6	13.86	15.94	9.62	19.81	21.21	5.81	14.97	17.73	23	32.31	14.84	16.24	6.05
CCDC53	46.18	54.6	73.91	36.27	61.43	36.77	39.08	25.58	36.55	14.61	21.71	34.16	22.28	52.13	62.59	42.45	102.98	72.51	99.13	57.19	26.74	67.96	62.61	52.56	53.45	21.47	20	31.03	38.48	76.7	28.17	24.11	53.27
APAF1	6.39	3.55	6.52	4.64	8.12	20.56	26.93	13.64	21.59	15.52	13.46	11.62	37.07	13.42	4.98	9.05	12.18	1.72	6.13	11.78	2.91	4.43	4.78	19.91	16.74	9.54	13.79	23.53	18.03	29.77	22.58	31.01	2.3
DUSP4	0.88	0.05	5.52	3.13	1.95	0.72	1.87	0.37	1.54	0.83	0.83	0.82	2.89	0.8	2.61	4.28	5.07	3.62	8.68	6.74	0.41	2.84	7.67	6.97	0.13	0.3	0.7	0.82	0.16	1.08	0.41	0.29	0.34
CLU	1962.1	45.41	2770.74	731.03	14390.47	187.08	641.78	2521.44	145.06	140.31	588.38	180.97	992.45	187.98	1061.98	326.32	4741.67	2916.7	4232.28	1073.91	2253.4	270.06	501.77	4619.39	2395.36	593.23	342.15	705.09	327.06	5236.26	119.1	1034.89	31.65
TNFRSF10B	26.59	7.82	20.25	18.47	36.1	117.09	35.65	59.49	71.52	33.05	29.76	55.91	67.36	74.64	18.02	27.76	115.73	17.32	23.14	52.99	5.26	42.99	13.9	30.01	38	23.31	52.51	73.11	34.88	57.19	40.39	51.51	37.59
SORBS3	35.29	2.67	26.16	45.41	32.85	84.58	65.66	43.16	60.16	29.48	19.11	78.02	75.7	34.12	15.83	31.36	69.92	80.86	47.41	85.91	21.79	40.29	39.8	64.18	33.8	46.13	39.95	124.24	56.52	68.42	108.59	94.87	13.2
PTK2B	13.51	0.86	14.11	3.14	4.58	6.63	21.38	9.36	18.43	8.52	25.18	5.22	54.7	19.83	10.18	13.67	14.15	5.53	12.73	8.37	3.59	4.76	8.2	5.75	10.65	6.7	8.99	28.17	9.12	12.35	23.79	28.05	5.02
CHRNA2	0	0	0	0	0	0	0	0.03	0	0	0.03	0	0	0.06	0	0	0	0	0.43	0	0	0	0	0	0	0.06	0	0.07	0	0	0	0	0
ADRA1A	0	0	0	0	0	0.41	1.69	2.67	0.33	0.4	0.06	0.88	0.1	0.34	0	0	0	0	0.45	0.43	12.65	0	0	0	0.11	0.28	0.08	0.5	0.31	2.33	0.05	0.98	0
PPP3CC	5.31	3.71	6.11	6.14	3.24	31.27	35.84	35.72	34.81	20.05	41.59	25.07	86.41	32.68	3.42	6.51	9.81	8.37	7.9	11.34	3.28	5.44	16.55	9.74	14.63	28.02	19.94	44	17.7	53.86	54.79	39.32	6.14
PDLIM2	35.58	31.09	12.86	33.58	8.46	7.96	4.95	3.86	7.71	6.49	1.72	8.72	9.72	2.35	15.62	39.82	63.19	63.24	19.1	36.08	13.74	43.88	35.67	26.66	3.35	2.13	5.23	18.92	3.53	6.2	10.98	10.14	34.19
EPHX2	20.76	1.48	24.75	7.94	27.17	15.91	18.51	20.77	40.58	10.35	18.5	30.4	24.32	22.26	7.82	6.02	57.12	25.29	37.68	31.43	53.2	1.88	5.43	10.99	36.36	17.31	12.84	52.91	33.24	36.24	19.45	19.55	4.4
RNF170	12.07	7.78	6.63	5.43	13.12	21.2	11.74	8.55	15.75	4.47	4.89	10.76	17.52	10.79	3.25	6.9	22.83	6.14	8.49	15.34	5.56	3.84	5.87	7.03	13.6	6.19	8.56	11.37	13.74	19.3	10	7.82	60
NPPB	0	0	0	1.25	0	0.04	0	0	0	0	0	0.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0
UBIAD1	5.56	0.85	6.83	5.95	6.23	6.55	9.28	9.04	5.13	7.02	3.21	8.72	7.59	7.11	3.18	4.8	8.26	2.82	6.04	9.04	5.18	8.5	5.05	4.94	5.92	4.13	5	6.14	6.41	14.29	5.56	5.38	4.72
TARDBP	62.48	4.22	47.92	57.31	38.46	86.21	73.05	68.57	67.78	60.12	40.26	65.33	97.07	75.09	31.59	57.64	92.71	41.44	58.2	92.92	23.45	49.77	32.1	58.31	59.33	42.41	62.7	80.94	65.45	118.44	76.07	66.88	36.85
TNFRSF8	0.26	0.25	1.05	0.25	0.22	0.07	0.2	0.11	0.23	0.08	0.43	0.03	0.64	0.03	1.44	0.33	0	0.59	1.39	0.39	0	0.51	0.29	0	0.04	0.05	0.12	0.14	0.04	0.16	0.14	0.47	0
PRAMEF2	0	0	0	0	0	0	0	0.01	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF706	48.16	30.02	54.77	37.55	76.5	38	51.25	26.33	42.47	48.35	43.02	42.99	50.03	35.72	56.87	94.4	50.71	57.64	65.94	50.72	23.49	36.85	43.82	85.67	30.81	20.92	42.62	29.74	32.99	56.65	23.07	27.52	131.5
LYPLA1	30.61	76.7	64.13	24.43	33.48	34.85	74.73	39.82	48.28	39.47	25.15	27.27	31.28	45.18	27.06	43.57	44.94	14.25	25.98	31.87	31.07	13.5	18.52	44.92	35.51	18.05	30.15	25.62	24.27	58.18	25.82	25.09	40.67
CRISPLD1	5.01	0.2	0.52	7.69	3.89	4.86	5.81	1.67	2.11	2.94	5.44	3.36	11.42	1.09	0.18	2.58	4.2	2.12	0.38	4.78	1.34	2.51	0.87	4.3	0.74	0.43	4.1	4.27	5.35	0.2	2.14	0.47	0
COPS5	32.94	54.84	69.19	39.93	18.62	24.79	21.36	18.81	23.81	17.97	13.31	22.28	20.61	29.42	38.27	58.02	58.76	59.07	77	59.54	24.4	32.91	40.78	43.15	18.89	12.97	18.8	17.88	18.62	35.42	19.22	16.57	48.49
RDH10	6.48	8.89	20.73	2.52	21.03	63.53	23.52	38.74	20.41	65.37	68.33	18.71	64.58	56.12	11.12	7.24	11.52	6.07	9.12	9.67	8.08	24.48	12.88	3.24	28.98	9.76	41.6	31	30.25	63.93	13.75	13.83	9.59
EPX	0	0	0	0	0	0.06	0.06	0.06	0.09	0	0.01	0.02	0.1	0.04	0	0	0	0.45	0	0	0	0	0	0	0.01	0.02	0	0.08	0.06	0.03	0.01	0	0
AKAP1	29.1	1.13	11.27	11.75	13.49	32.62	65.36	45.66	61.76	28.9	21.06	46.44	55.44	72.15	4.44	7.48	21.33	6.44	15.44	18.54	12.12	16.04	13.35	8.04	40.14	37.29	31.44	62.24	67.07	50.59	20.01	43.47	14.72
COIL	10.33	5.39	7.62	14.32	8.87	5.13	4.05	4.76	4.04	2.25	2.41	3.65	4.41	4.51	3.1	6.07	14.37	3.85	6.02	16.63	5.21	12.87	8.51	14.13	2.86	2.35	2.28	3.24	3.89	7.56	3.21	3.02	8.13
TRIM25	21.85	0.57	15.86	9.61	11.86	45.14	37.81	33.25	29.86	24.16	22.54	17.96	48.6	33.14	13.76	11.05	31.09	8.72	15.7	25.04	9.21	39.13	12.35	15.17	24.62	29.72	15.64	28.68	20.04	57.06	20.18	21.53	8.69
SCPEP1	62.95	28.1	105.29	24.21	38.56	25.16	48.59	197.51	27.99	19.99	72.15	19.51	30.15	35.98	32.26	119.71	70.13	32.95	69.57	71.07	18.05	44.6	79.09	102.58	60.41	9.97	34.05	21.23	25.94	50.81	33.33	59.42	38.9
SPOP	38.48	8.16	19.9	33.43	27.72	25	23.65	21.43	20.27	13.12	15.71	20.47	23.65	24.13	21.81	21.48	39.86	14	21.69	49.87	13.64	28.47	19.93	29.2	15.89	14.74	14.17	22.31	21.07	41.7	17.03	20.54	21.29
TBX2	0.98	0.09	1.64	4.5	1.45	7.68	10.92	7.02	5.4	1.5	0.56	6.95	1.62	19.32	0.98	5.31	8.51	32.92	4.72	13.96	1.68	1.83	4.17	9.59	2.16	5.43	7.06	17.57	7.09	7	19	7.9	0
SLC35B1	61.87	16.25	51.08	51.54	28.02	20.2	25.34	33.98	17.98	14.49	19.7	16.66	14.19	30.32	23.72	33.15	62.53	33.06	73.11	39.88	24.25	56.83	36.53	66.54	42.84	9.42	20.73	19.85	22.69	52.7	14.09	22.09	37.95
TBX4	0.6	0.17	0	0	0	0.1	0.07	0.14	0	0.42	0.01	0.04	0	0	0	0	0	0	0	0.32	0	0.15	0.24	0	0.01	0	0.08	0.06	0.18	0.01	0.28	0.06	1.14
TEX14	0	0.12	0	1.31	0	1.15	1.04	1.07	0.35	0.32	0.44	0.59	0.02	0.14	0	0	0.13	0.08	0	0.31	0	0	0	0	0.05	0.09	0.43	0.41	0.64	0.45	0.17	1.05	0
FAM117A	10.2	0.38	5.89	2.41	9.26	5.48	9.81	2.44	3.07	2.96	6.2	4.95	9.55	3.6	4.32	3.37	5.93	4.02	7.34	12.23	2.61	4.11	2.61	4.08	4.92	1.35	2.48	4.83	2.78	6.87	5.27	3.27	4.55
NCAPH	13.26	1.73	1.59	3.4	1.53	8.02	3.92	2.61	2.36	2.39	3.63	2.3	4.53	2.07	1.32	4.53	7.07	2.12	2.15	2.55	1.48	3.47	2.25	4.3	2.74	1.53	2.12	1.39	1.47	5.77	2.37	4.26	8.02
LRAT	0.52	0.9	1.6	0	3.07	0.29	0.57	0.59	1.17	0.69	0.05	0.14	0.06	0.38	0.14	0	0	0.34	1.95	1.41	1.79	2.66	1.55	1.57	0.3	0.79	0.12	0.91	0.76	3.87	1.48	0.93	1.32
KIAA0922	2.44	0.06	3.84	2.81	1.57	12.43	15.1	8.95	11.13	4.05	8.64	9.72	15.14	6.14	3.1	2.9	7.46	3.81	2.56	5.14	2.95	0.99	2.02	9.39	8.77	5.78	6.84	11.36	7.61	17.83	13.14	10.61	1.06
MND1	2.91	2.29	1.29	3	1.82	13.71	2.13	2.5	3.61	0.43	2.26	2.75	2.32	2.47	0.48	1.85	3.09	2.62	1.49	2.24	2.21	2.81	7.31	5.49	0.69	2.19	1.23	2.77	1.3	1.97	2.25	1.79	10.83
TRIM6	8.42	1.27	17.13	0.77	7.93	6.77	14.34	11.27	5.21	13.24	2.92	5.83	15.15	4.26	4.51	6.68	20.65	3.62	14	5.57	2.37	3.74	3.55	17.02	30.56	9.04	4.18	6.54	15	30.67	11.32	6.67	1.53
ABCC11	0	0	0.55	0	0	0.09	0.5	0.28	0.01	0.03	0.12	0	0.33	0	0	0.22	0.22	0	3.64	0	1.86	0	0	0.36	0.05	0.08	0.26	0.05	0.25	0.05	0.02	0.01	0.24
PAPD5	10.91	0.73	10.48	3.84	8.12	9.27	9.34	5.2	4.39	6.18	8.22	7.28	11.22	5.49	4.24	3.63	5.62	2.3	3.22	6.99	2.54	9.55	4.17	9.78	5.86	2.96	5.9	8.49	10.84	14.41	6.57	7.89	3.59
ADCY7	14.64	0.37	12.54	1.05	3.11	2.6	9.29	3.51	5.87	4.25	6.24	3.59	27.03	3.52	8.55	19.23	10.84	1.75	15.01	9.91	1.54	11.62	10.15	7.3	2.55	2.33	4.41	10.75	3.89	5.16	7.59	12.86	2.68
CEP89	9.21	3.31	7.14	11.76	5.05	11	6.67	4.01	7.47	5.41	2.67	4.63	9.27	6.19	5.13	6.35	21.66	9.93	11.66	12.05	1.77	13.02	5.93	4.01	3.33	4.42	3.71	4.66	4.52	10.77	6.65	4.89	3.29
TSHZ3	0.95	0.27	0.51	2.83	0.24	0.87	0.43	0.66	0.22	0.9	0.31	0.72	0.38	0.4	0.41	2.91	3.08	0.45	0.52	3.55	0.56	6.38	1.08	4.83	0.14	0.18	0.89	0.8	0.58	0.51	1.1	1.06	0.65
ECHDC2	39.8	8.66	40.65	18.87	26.15	45.82	110.87	39.09	55.92	24.5	22.07	34.84	100.35	66.36	25.14	52.15	76.45	91.51	147.54	98.54	77.12	16.24	45.63	18.28	46.21	44.66	27.98	64.78	64.84	143.4	39.89	66.64	9.55
TAS2R8	0	0	0	0	0	0.03	0.14	0.17	0	0.02	0.03	0.12	0	0	0	0	0	0	0	0	0	0.5	0	0	0.1	0.31	0	0.03	0.02	0.07	0.03	0.06	0
PLBD1	45.3	7.66	43.34	10.6	14.24	50.38	42.94	30.04	19.8	8.45	11.4	14.38	14.86	13.08	25.34	42.41	55.97	9.12	14.96	29.26	4.62	12.92	20.29	11.73	30.85	10.53	39.92	24.81	44.52	60.75	21.55	18.6	16.23
TAS2R10	0	0	0	0	0	1.57	2	0.86	0.72	0.57	0.51	0.59	0.39	0.54	0	0	0.81	0	0	0.97	0	0	0	0	0.44	0.7	0.23	1.27	0.73	0.78	0.9	0.39	0
PRB2	0	0	0	0	0	1.29	0.15	1.27	0.22	0.28	0.28	0.85	0.2	0.49	0	0	0	0.32	0	0	0	0	0	0	0.78	0.65	1.09	0.87	0.71	0.29	1.32	0.43	0
PYROXD1	9.58	7.52	12.84	2.14	5.02	5.42	23.46	10.63	17.26	5.51	6.22	12.89	10.43	13.06	5.72	4.66	26.39	7.22	4.23	11.18	6.39	5.99	9.7	12.96	13.96	9.8	11.38	17.77	9.21	20.13	13.82	11.75	12.9
IAPP	0	0	0	0	0	0	0.37	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0.21	0
KCNJ8	16.57	0.49	5.39	19.99	3.39	17.39	4.39	3.21	2.83	2.75	0.9	6.17	2.54	1.91	1.58	4.28	11.45	10.2	2.42	24.77	16.22	8.91	9.07	17.62	1.23	1.63	5.85	6.55	5.81	2.72	4.84	5.65	0.34
TAS2R7	0	0	0	0	0	0.06	0	0.18	0	0	0	0	0.09	0.02	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.06	0.02	0.2	0	0.07	0
BCL2L14	0.61	0	0	0	0.25	0.42	0.14	0.17	0.6	0.13	0.57	0.28	0.4	0.38	0.85	0.77	0	0	0	0	0.91	0.29	0.34	0	0.04	0.07	0.31	0.38	0.11	0.08	0.04	0.19	0
TAS2R9	0	0	0	0	0	0.14	0.2	0.18	0.08	0	0.01	0.02	0.09	0	0	0	0	0	0	0	0	0	0	0	0.16	0.15	0	0.09	0.02	0.35	0.03	0.02	0
PSPC1	11.12	1.59	10.12	8.25	5.7	14.16	14.73	9.84	7.94	9.02	6.68	6.41	21.95	17.21	5.27	8.64	25.22	12.8	12.1	17.85	4.55	13.26	10.39	15.16	5.84	5.79	6.88	10.05	9.23	13.02	8.57	8.97	13.21
ZNF549	2.4	0.07	0.77	2.45	0.84	3.6	5.89	1.6	1.06	1.13	0.88	2.19	2.53	7.55	1.15	2.05	1.39	1.69	1.61	3.51	0.61	2.35	0.72	1.29	0.46	1.18	1.27	2.1	0.84	1.44	3.24	3.52	0.47
A1BG	3.05	19.35	0.3	2.57	11.18	2.94	5.64	1.37	2.86	0.95	2.3	8.46	8.37	5.8	1.61	45.17	3.09	12.32	16.84	0	536.58	0	2.69	0	2.17	0.85	2.66	3.81	0.25	1.51	3.09	2.29	0
ZSCAN18	12.79	0.15	3.5	23.94	10.32	8.81	9.34	1.84	1.22	1.8	1.84	2.81	3.42	3.66	2.36	6.1	14.41	19.18	23.72	19.6	1.47	21.55	7.54	7.47	0.88	3.1	2.71	3.24	3.06	5.23	3.34	3.22	0
ZNF211	5.84	1.58	2.17	8.66	1.88	6.4	10.87	6.48	2.63	3.53	3.04	7.92	5.58	16.3	1.7	5.4	12.72	2.6	4.95	17.58	2.25	5.04	1.9	13.64	2.12	3.81	3.67	9.32	1.97	4.35	8.52	5.38	0.43
PDZRN3	5.2	0	1.29	1.71	1.98	4.53	0.43	1.54	0.44	5.09	0.87	3.48	1.3	2.29	0.19	1.48	11.63	5.61	4.51	5.95	0.41	2.1	2.16	3.53	8.84	0.17	1.56	2.27	4.42	1.5	1.67	4.56	0
RGSL1	0	0	0	0	0	0	0.04	0	0.03	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.05	0.03	0.06	0	0.12	0.05	0.05	0
LHX4	0.63	0.11	0	0	0.33	0.04	0.1	0.04	0.69	0.03	0.15	0.02	0.21	0.07	0.25	0.09	1.51	0.92	0.33	0.89	0.05	1.26	0.16	0.52	0.18	0.02	0.01	0.04	0.01	0.26	0.04	0.32	0
RNF2	18.98	8.15	8.42	4.94	9.73	27.01	31.37	21.11	31.44	29.54	10.64	27.09	36.53	38.17	6.21	11.94	6.58	4	4.45	21.65	1.85	12.22	8.61	16.6	20.07	16.76	22.49	27.43	27.49	40.81	23.1	27.51	5.02
TRMT1L	16.19	4.58	9.64	8.87	8.01	22.91	23.72	14.44	24.91	13.84	14.7	21.7	28.68	26.63	5.55	9.39	14.29	5.69	7.4	10.17	4.02	12.53	10.65	19.6	20.46	14.32	10.31	11.56	17.36	44.83	13.68	17.64	2.76
SEC22A	37.9	42.07	30.21	23.71	10.6	17.23	22.87	18.97	21.35	12.57	9.18	16.19	13.26	17.09	9.01	23.75	33.21	11.05	16.28	38.44	17.72	30.14	15.87	8.16	18.86	9.09	16.11	18.15	31	21.52	15.88	19.03	27.79
CSTA	13.29	48.54	35.2	5.5	10.54	2.33	5.85	4.67	6.45	2.18	7.41	2.17	6.73	0.78	39.67	28.09	5.5	5.32	23.49	11.53	18.26	11.54	33.91	19.39	7.16	0.73	3.77	1.98	1.88	3.73	3.34	6.54	65.14
DPPA4	0	0.1	0	0.64	0	0	0	0	0	0	0.09	0	1.01	0	0	0	0	0	0	0	0.14	0	0	0	0	0	0.02	0	0	0	0	0	0
POPDC2	4.76	0.99	1.85	10	0.85	1.21	3.59	2.58	1.63	0.94	0.42	1.94	0.59	1.07	2.14	0	21.26	14.41	9.02	10.85	0.73	3.91	2.6	12.55	0.72	1.82	1.56	0.67	2.58	3.09	1.12	1.2	0.52
B4GALT4	20.19	6.11	23.43	6.77	10.6	3.84	4.08	8.09	5.26	8.47	3.21	7.4	3.73	1.97	15.85	16.09	22.87	8.58	13.92	14.54	5.15	36.2	27.91	23.92	6.64	1.14	6.22	5.38	10.5	5.6	3.14	2.92	28.71
NAA50	26.51	11.35	58.69	19.11	21.29	20.05	15.2	17.9	15.45	9.53	11.73	13.77	10.06	18.86	11.54	36.32	30.2	9.01	15.74	41.93	13.63	26.85	15.36	42.57	15.49	4.49	11.71	10.75	19.32	26.52	8.21	11.18	14.85
CD80	0.2	2.11	1.06	2.47	0.33	1.11	2.43	1.02	1.34	1.54	3.62	0.63	6.74	1.67	2.82	1.05	3.66	0.15	0.84	1.17	0	2.76	1.88	2.86	1.02	1.1	3.16	1.92	0.89	2.15	1.22	1.9	0.6
KIF18A	1.14	0.24	0.81	0.47	0.36	6.96	2.83	1.68	1.87	2.12	1.34	1.04	2.62	0.81	1.22	3.47	2.13	0.56	0.62	0.64	0.9	1.14	0.97	1.81	1.8	2.45	1.71	1.54	1.26	3.38	2.17	1.98	3.46
GJA8	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0.17	0.07	0	0	0.18	0.32	0	0.05	0
DESI2	16.27	5.97	12.4	12.16	7.84	4.94	6.76	7.24	7.61	6.39	2.8	5.89	8.15	5.77	7.15	15.13	17.78	4.34	5.43	20.07	5.05	12.36	11.89	18.42	3.36	1.63	7.18	4.99	4.94	9.92	8.27	8.68	12.36
MAPK8IP1	5.19	0	4.68	1.4	2.22	5.14	3.71	1.12	2.74	1.78	0.36	2.65	2.39	7	1.45	0.43	20.48	7.15	7.01	1.77	0.78	0.68	10.33	3.87	5.51	5.37	1.32	4.3	2.1	7.74	1.77	3.25	0.13
CRY2	14.56	0.4	8.6	6.05	5.03	13.73	21.49	15.14	17.95	10.1	8.78	9.45	15.82	35.23	6.82	5.06	23.76	19.36	23.16	24.36	9.65	5.35	5.68	13.01	19.25	9.72	11.2	17.09	12.33	34.39	13.4	15.2	3.52
PEX16	30.37	6.46	18.93	9.03	6.35	4.94	8.95	5.32	4.92	5.61	4.24	5.12	6.35	14.19	19.3	10.57	19.41	33.82	27.81	14.16	16.34	20.49	13.74	16	6.15	4.22	3.76	5.4	4.48	8	6.15	5.12	14.86
DEPDC7	4.21	2.83	2.89	0.7	1.62	1.23	3.74	1.73	4.88	1.79	0.53	3.01	2.28	0.16	6.54	7.84	11.22	4.93	9.72	8.27	13.69	1.28	4.32	4.93	9.62	1.49	4.97	12.26	10.16	5.22	2.64	1.3	11.25
CAT	143.33	34.42	88.18	55.03	38.27	51.97	82.31	82.31	94.46	28.44	47.9	57.58	71.37	143.9	58.11	69.4	96.45	62.07	54.97	125.19	309.09	57.93	48.06	108.02	96.74	36.32	45.83	60.63	105.94	190.79	57.19	130.11	35.76
PILRB	31	3.83	3.66	2.67	1.64	42.28	125.6	67.59	70.36	33.38	33.31	31.46	77.58	100.07	12.53	4.2	99.34	14.37	73.37	37.07	1.13	7.64	3.38	4.55	31.5	41.05	20.6	105.08	50.52	88.16	41.54	55.52	10.86
ZMYM2	31.34	5.41	15.89	9.06	9.52	58.24	83.69	70.84	64.23	52.92	31.7	46.85	103.05	67.68	4.65	10.08	22.09	7.89	8.73	33.64	7.17	7.1	4.33	23.4	44.16	24.97	54.27	56.77	75.49	104.88	47.17	71.86	7.67
GJB6	0	0	0	0	0	0	0	0.15	0	0	0.01	0.04	0	0	0	0	0	0	0	0	0	0	0	0.79	0	0.03	0	0.03	0	0.02	0	3.09	0
GJA3	0.09	0	0	0	0	0.03	0.01	0.05	0	0	0	0	0	0	0	0	0.12	0.15	0.1	0.99	0.07	0	0	0	0	0	0.01	0.02	0	0	0.16	0.01	0
TBC1D15	15.2	10.74	27	13.87	11.82	29.07	67.87	36.65	37.84	28.28	23.94	39.58	50.7	49.39	11.66	12.14	34.4	13.69	12.23	57.29	10.05	17.99	13.71	28.13	29.91	23.28	41.29	47.01	51.87	62.07	41.94	35.58	8.43
BAI2	3.23	0	0.24	2.97	2.62	2.31	0.48	3.26	0.1	1.54	0.14	0.51	0.21	0.14	0.37	0.52	8.14	2.77	9.15	0.94	2.76	0.82	2.79	3.04	0.33	0.34	0.69	1.48	1.18	2.75	1.15	2.08	0.1
HCRTR1	0	0	0	0	0	0.07	0	0	0.09	0	0.03	0	0	0.01	0	0	0	0.27	0	0	0	0	0	0	0.03	0	0.01	0.03	0	0	0.03	0.02	0
ZCCHC17	22.33	55.33	19.82	34.19	22.91	28.09	15.47	15.23	16.47	8.14	7.46	23.72	22.54	14.08	12.67	16.94	21.28	27.15	27.86	20.8	12.83	21.82	17.61	21.1	17.01	13.97	10.24	18.11	15.8	31.35	13.8	12.46	20.08
FABP3	65.59	39.06	267.39	85.78	68.97	25.06	29.51	85.96	25.31	1.85	0.75	57.66	10.48	91.25	5.88	31.44	22	225.44	243.14	66.71	6.18	2.03	167.9	35.4	211.4	6.98	3.15	7.07	24.37	247.55	15.62	35.65	6.19
KHDRBS1	50.74	13.46	38.88	76.2	37.61	51.99	48.23	35.62	41.45	32.55	22.88	41.98	47.12	30.97	30.05	41.09	52.06	46.46	51.53	84.32	20.33	66.59	44.63	54.4	34.38	37.65	35.13	49.11	38.53	69.95	48.71	44.16	35.05
TMEM39B	5.72	0.43	3.06	7.64	2.98	6.02	4.21	5.2	4.91	2.84	2.01	4.66	3.6	3.13	4.49	5.71	5.09	6.49	9.98	9.73	1.28	6.67	5.08	0	4.51	2.51	3.53	4.7	3.94	5.57	4.67	4.42	2.72
CCRL2	3.15	3.62	8.69	3.73	1.83	0.62	1.21	2.7	1.54	1.52	2.8	2.26	0.9	1.15	5.1	8.42	1.82	1.66	5.69	5.18	0.86	3.97	9.14	3.19	0.52	0.57	2.2	1.14	1.12	1.14	1.07	1.31	2.76
CCR2	8.66	1.47	17.11	1.27	3.35	1.13	9.79	1.86	4.81	1.05	4.28	1.76	14.52	1.06	15.37	2.65	5.67	5.75	25.05	4.17	0.56	3.7	8.15	10.65	7.85	1.56	0.69	5.17	0.92	3.12	3.63	4.28	2.76
POLR3GL	38.76	13.76	35.42	55.69	24.63	28.82	20.67	22.1	14.21	13.46	8.7	16.1	20.73	11.67	22.79	58.48	55.96	53.49	67.76	41.82	30.03	32.5	53.73	47.6	18.93	8.6	10.46	18.81	13.42	48.91	22.5	13.15	11.33
GHSR	0	0	0	0	0	0.28	0	0.11	0	0	0.02	0	0.56	0.03	0	0	0	0	0	0	0	0	0	0	0	0.32	0.03	0.25	0	0.03	0.18	0.22	0
TNFSF10	587.95	317.31	490.85	31.41	259.05	8.46	61.12	21.19	37.04	14.45	21.94	25.34	135.07	25.2	235.27	198.44	175.06	255.98	236.49	132.7	87.68	100.52	255.84	308.18	118.18	148.44	30.39	32.61	35.85	86.12	24.39	20.58	44.32
ZNF639	16.49	8.45	12.69	11.69	12.4	17.11	8.85	8.43	8.86	5.45	4.56	10.65	12.21	12.53	8.33	10.48	14.79	7.87	11.36	18.91	5.99	12.71	9.17	18.34	6.89	7.2	8.76	8.71	10.46	13.46	6.45	9.59	7.29
SLITRK3	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61	0	0	0	0	0	0	0	0	0.02	0	0.01	0
PIK3CA	9.33	1.91	7.82	4.05	1.74	16.98	25.25	19.98	20.62	14.38	15.45	22.43	43.29	58.7	2.03	4.62	6.03	1.63	3.33	12.42	2.97	11.74	2.22	8.47	17.64	13.66	15.81	23.95	23.87	29.94	23.01	27.26	3.04
PDS5A	12.95	2.63	14.82	10.54	9.3	29.38	23.14	17.77	27.24	12.95	11.67	18.02	27.92	20.32	6.26	19.19	18.51	4.96	7.01	19.4	6.57	14.17	9.66	22.25	14.96	12.66	16.69	17.08	24.69	31.6	14.21	18.73	12.35
TMEM156	2.01	5.2	7.11	0.31	2.28	0.75	3.15	0.89	2.09	0.46	5.67	1.75	4.95	0.23	0.81	4.2	0.36	0.22	1.54	2.8	1.77	0	4.13	0.73	1.45	0.57	0.6	2.25	1	2.65	1.22	1.11	0.43
